WKT,SA22019_V1_00,SA22019_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,LATITUDE,LONGITUDE,EASTING,NORTHING,Shape_X,Shape_Y
"POINT (1757719.25315 5916112.81285)",140200,Epsom Central-North,1.10588807,1.10588807,-36.88779008736009,174.76992614996138,1757719.2531272352,5916112.812839786,1757719.25315,5916112.81285
"POINT (1758660.28005 5916697.06215)",140300,Mount St John,1.24254309,1.24254309,-36.88236812256347,174.78035947235406,1758660.2800544072,5916697.062125019,1758660.28005,5916697.06215
"POINT (1755278.11245 5913825.2709)",140400,Mount Roskill Central North,0.90100777,0.90100777,-36.90880658519075,174.74301208914054,1755278.1124687227,5913825.270919241,1755278.11245,5913825.2709
"POINT (1761122.51245 5918111.72615)",140500,Remuera North,1.39678279,1.39678279,-36.869204748379246,174.80767578209702,1761122.5124575165,5918111.726174045,1761122.51245,5918111.72615
"POINT (1756119.8397 5914445.6999)",140600,Three Kings West,0.64710031,0.64710031,-36.903077327885946,174.75232866284304,1756119.8397180405,5914445.699897287,1756119.8397,5914445.6999
"POINT (1754844.54435 5913052.32745)",140700,Mount Roskill Central South,1.20200685,1.20200685,-36.91584241155298,174.7383053619739,1754844.5443588377,5913052.327457514,1754844.54435,5913052.32745
"POINT (1757517.9383 5915121.1642)",140800,Epsom Central-South,0.98346491,0.98346491,-36.896758754013675,174.76787407548605,1757517.9383080283,5915121.164204024,1757517.9383,5915121.1642
"POINT (1753196.7763 5911495.3257)",140900,Lynfield South,1.575593,1.575593,-36.930140937935235,174.72013012706134,1753196.7763171394,5911495.325723146,1753196.7763,5911495.3257
"POINT (1759882.37985 5916656.59065)",141000,Remuera South,1.42953379,1.42953379,-36.882526565887126,174.79407535287402,1759882.3798737065,5916656.590648618,1759882.37985,5916656.59065
"POINT (1763351.9562 5919561.91695)",141100,Mission Bay,1.54316812,1.54316812,-36.8557555005721,174.83236484840933,1763351.9561791422,5919561.916938438,1763351.9562,5919561.91695
"POINT (1756658.47735 5914301.06155)",141200,Three Kings East,0.67406887,0.67406887,-36.904291255208214,174.7584017992168,1756658.4773391576,5914301.06156099,1756658.47735,5914301.06155
"POINT (1754094.9239 5912105.85245)",141300,Mount Roskill South,1.12967619,1.12967619,-36.9244933844938,174.73008622587457,1754094.923915765,5912105.852440006,1754094.9239,5912105.85245
"POINT (1752885.6577 5898981.04545)",141400,Inlet Manukau Harbour,0,374.53476742,-37.042949983047656,174.71917451681892,1752885.6577162684,5898981.04547058,1752885.6577,5898981.04545
"POINT (1758446.31365 5915266.9248)",141500,Epsom East,1.2682101,1.2682101,-36.89528995329736,174.7782585021362,1758446.313671304,5915266.92479911,1758446.31365,5915266.9248
"POINT (1760811.28705 5917203.26205)",141600,Remuera Waiata,0.94346871,0.94346871,-36.87744318680507,174.80437821739244,1760811.2870486618,5917203.2620352125,1760811.28705,5917203.26205
"POINT (1757344.76375 5914215.20375)",141700,Epsom South,0.59629985,0.59629985,-36.90495061596892,174.76611948887324,1757344.7637742085,5914215.20376576,1757344.76375,5914215.20375
"POINT (1764109.994 5919328.49835)",141800,Kohimarama,1.51551288,1.51551288,-36.85772723636056,174.84091444898306,1764109.9940162364,5919328.498330631,1764109.994,5919328.49835
"POINT (1762732.60325 5918041.4508)",141900,Meadowbank West,1.04159594,1.04159594,-36.86956185523072,174.825746595198,1762732.603251155,5918041.450797009,1762732.60325,5918041.4508
"POINT (1756618.65445 5913270.24125)",142000,Hillsborough North (Auckland),1.28975403,1.28975403,-36.91358588302649,174.75816819901704,1756618.6544647268,5913270.241242924,1756618.65445,5913270.24125
"POINT (1755639.70085 5912589.0319)",142100,Hillsborough West (Auckland),0.84158981,0.84158981,-36.919885930831036,174.74732339421766,1755639.7008722427,5912589.031889411,1755639.70085,5912589.0319
"POINT (1759763.8492 5915654.3774)",142200,Greenlane North,1.14324419,1.14324419,-36.89157675406738,174.79295709931222,1759763.8491754162,5915654.377390301,1759763.8492,5915654.3774
"POINT (1754974.0449 5911937.0533)",142300,Waikowhai North,0.69805023,0.69805023,-36.92587017969538,174.73998692094779,1754974.0449227302,5911937.053302211,1754974.0449,5911937.0533
"POINT (1761970.52665 5917279.7518)",142400,Remuera East,0.88581251,0.88581251,-36.87655583676657,174.817363172429,1761970.5266682443,5917279.7518019695,1761970.52665,5917279.7518
"POINT (1754880.84505 5911265.05745)",142500,Waikowhai South,1.3569043,1.3569043,-36.93194043546361,174.7390785261877,1754880.8450290828,5911265.057469866,1754880.84505,5911265.05745
"POINT (1757619.1104 5913639.95625)",142600,Royal Oak West (Auckland),0.81130655,0.81130655,-36.91008793657395,174.76931729070324,1757619.110405061,5913639.956256041,1757619.1104,5913639.95625
"POINT (1764984.6729 5919378.91325)",142700,Saint Heliers West,1.18574088,1.18574088,-36.85712066063719,174.85071062289234,1764984.6729128053,5919378.91323312,1764984.6729,5919378.91325
"POINT (1759318.179 5914390.49845)",142800,One Tree Hill,2.74928178,2.74928178,-36.90303988947768,174.78822351234544,1759318.1789779875,5914390.498455356,1759318.179,5914390.49845
"POINT (1756377.3638 5912524.76975)",142900,Hillsborough East (Auckland),0.63088972,0.63088972,-36.92034286589014,174.75561468166515,1756377.363809878,5912524.769734783,1756377.3638,5912524.76975
"POINT (1766038.35885 5919988.8368)",143000,Saint Heliers North,1.33837278,1.33837278,-36.85144073602988,174.86239128950004,1766038.3588634524,5919988.836787675,1766038.35885,5919988.8368
"POINT (1761574.2876 5916363.84235)",143100,Remuera Abbotts Park,1.02200966,1.02200966,-36.88487615509899,174.81311441366185,1761574.287575603,5916363.842331349,1761574.2876,5916363.84235
"POINT (1763735.8899 5917997.43005)",143200,Meadowbank East,0.65235233,0.65235233,-36.869785061103535,174.8370070328463,1763735.8898778697,5917997.430025607,1763735.8899,5917997.43005
"POINT (1761059.65 5915582.26215)",143300,Ellerslie Central,1.49455341,1.49455341,-36.892006233455966,174.8075080588956,1761059.6500146918,5915582.262140462,1761059.65,5915582.26215
"POINT (1758263.2929 5913442.31585)",143400,Royal Oak East (Auckland),0.64096806,0.64096806,-36.91176082268088,174.7765865705816,1758263.292903186,5913442.315863494,1758263.2929,5913442.31585
"POINT (1765115.5345 5918529.14635)",143500,Saint Heliers South,1.22213447,1.22213447,-36.864754129448684,174.85236270611202,1765115.534493484,5918529.146365967,1765115.5345,5918529.14635
"POINT (1756751.9184 5911966.10295)",143600,Hillsborough South (Auckland),1.16003339,1.16003339,-36.92531439954838,174.7599336462995,1756751.918399916,5911966.102936546,1756751.9184,5911966.10295
"POINT (1763583.2479 5917225.97435)",143700,Saint Johns West,1.04254929,1.04254929,-36.87676231891482,174.83546164453705,1763583.2478785778,5917225.97433301,1763583.2479,5917225.97435
"POINT (1760265.50775 5914616.7089)",143800,Greenlane South,0.85269356,0.85269356,-36.90084121475193,174.7988039393193,1760265.5077332817,5914616.7089168755,1760265.50775,5914616.7089
"POINT (1762856.05605 5916563.80865)",143900,Remuera Waiatarua,1.57029283,1.57029283,-36.882854161048954,174.8274482734985,1762856.05603133,5916563.8086349815,1762856.05605,5916563.80865
"POINT (1767039.01445 5919529.2974)",144000,Glendowie North,2.04093198,2.04093198,-36.855404753000755,174.87371092748168,1767039.0144328098,5919529.297409497,1767039.01445,5919529.2974
"POINT (1758035.86125 5912570.35445)",144100,Onehunga West,1.12226088,1.12226088,-36.91965553751733,174.77421668086336,1758035.8612480504,5912570.354441867,1758035.86125,5912570.35445
"POINT (1760921.73865 5914811.8593)",144200,Ellerslie West,0.39993535,0.39993535,-36.89897116880205,174.80612463823394,1760921.7386401214,5914811.8592973575,1760921.73865,5914811.8593
"POINT (1759090.76725 5913326.10155)",144300,Onehunga North,0.77236244,0.77236244,-36.91266868210936,174.78589572254893,1759090.767268009,5913326.101546212,1759090.76725,5913326.10155
"POINT (1762266.0064 5915525.71375)",144400,Ellerslie East,0.75500066,0.75500066,-36.892309053553554,174.82105243019177,1762266.0063924284,5915525.713753665,1762266.0064,5915525.71375
"POINT (1764533.18965 5917351.38695)",144500,Saint Johns East,0.60554145,0.60554145,-36.87546728911286,174.8460881092431,1764533.1896711113,5917351.386968092,1764533.18965,5917351.38695
"POINT (1778416.73465 5926808.8703)",144600,Oneroa West,8.42001025,8.42001025,-36.78774181459746,174.99956112390873,1778416.734641105,5926808.870298544,1778416.73465,5926808.8703
"POINT (1765503.65735 5917588.53485)",144700,Glen Innes West,1.36744793,1.36744793,-36.87316099986806,174.85691998739634,1765503.6573628217,5917588.534865054,1765503.65735,5917588.53485
"POINT (1761758.17545 5914601.64515)",144800,Ellerslie South,0.82740695,0.82740695,-36.900722152606086,174.81555309913534,1761758.1754614448,5914601.645150595,1761758.17545,5914601.64515
"POINT (1763719.48065 5916111.4767)",144900,Stonefields West,0.54220765,0.54220765,-36.886780287302884,174.83723013771967,1763719.480636051,5916111.476699837,1763719.48065,5916111.4767
"POINT (1759183.00145 5912539.36075)",145000,Onehunga Central,0.86447109,0.86447109,-36.91974177629173,174.7870960913705,1759183.0014599008,5912539.360740342,1759183.00145,5912539.36075
"POINT (1766865.80515 5918345.5717)",145100,Glendowie South,2.01355755,2.01355755,-36.866100511521886,174.8720291590956,1766865.805129975,5918345.571706535,1766865.80515,5918345.5717
"POINT (1760375.8171 5913367.28445)",145200,Oranga,0.66853336,0.66853336,-36.91207991949718,174.80030605930887,1760375.8170957086,5913367.28443965,1760375.8171,5913367.28445
"POINT (1762999.2536 5915337.00395)",145300,Mount Wellington North West,0.92460656,0.92460656,-36.89388294576112,174.8293181812796,1762999.2535798894,5915337.003936308,1762999.2536,5915337.00395
"POINT (1764932.1658 5916434.96215)",145400,Panmure Glen Innes Industrial,2.01306882,2.01306882,-36.88365457153754,174.8507618700852,1764932.1658197744,5916434.962146138,1764932.1658,5916434.96215
"POINT (1759811.1835 5911825.14925)",145500,Onehunga-Te Papapa Industrial,3.03066329,3.03066329,-36.92607061382579,174.79429617982598,1759811.1834983784,5911825.149235619,1759811.1835,5911825.14925
"POINT (1760022.11585 5912646.0229)",145600,Te Papapa,0.71125763,0.71125763,-36.918638663878596,174.79648980825408,1760022.1158743922,5912646.022889313,1760022.11585,5912646.0229
"POINT (1764192.5124 5915870.95995)",145700,Stonefields East,0.4456663,0.4456663,-36.88886514824024,174.84258801808613,1764192.5124219586,5915870.959954406,1764192.5124,5915870.95995
"POINT (1766775.76915 5917514.6838)",145800,Glen Innes East-Wai O Taiki Bay,1.39719321,1.39719321,-36.87360255464981,174.87120218978112,1766775.7691596674,5917514.683812534,1766775.76915,5917514.6838
"POINT (1762072.3504 5912804.72425)",145900,Penrose,6.42109891,6.42109891,-36.91685850377008,174.81946232220744,1762072.350403633,5912804.7242463175,1762072.3504,5912804.72425
"POINT (1764213.7537 5915300.0743)",146000,Mount Wellington North East,0.72707724,0.72707724,-36.89400508622357,174.8429499670203,1764213.7536949322,5915300.074277861,1764213.7537,5915300.0743
"POINT (1757490.9157 5909450.60365)",146100,Mangere Bridge Ambury,3.14003923,3.14003923,-36.94785639968177,174.7687510342178,1757490.9156959162,5909450.603642058,1757490.9157,5909450.60365
"POINT (1763201.01875 5914418.79135)",146200,Mount Wellington Ferndale,0.85764389,0.85764389,-36.902121132376955,174.83177929173254,1763201.0187304579,5914418.791357265,1763201.01875,5914418.79135
"POINT (1766230.04245 5916385.97445)",146300,Point England,1.49144748,1.49144748,-36.88386826084897,174.86532955474607,1766230.0424608567,5916385.974460465,1766230.04245,5916385.97445
"POINT (1769709.1827 5918890.27675)",146400,Bucklands Beach North,1.38358081,1.38358081,-36.86068628449666,174.9037906998285,1769709.1826991711,5918890.276762247,1769709.1827,5918890.27675
"POINT (1763831.98755 5914477.03115)",146500,Mount Wellington East,0.59950669,0.59950669,-36.90148701471504,174.8388454245836,1763831.9875525942,5914477.0311314585,1763831.98755,5914477.03115
"POINT (1762819.28285 5913422.0283)",146600,Mount Wellington West,0.77910143,0.77910143,-36.911167912345306,174.82771093352596,1762819.2828470008,5913422.028304572,1762819.28285,5913422.0283
"POINT (1764648.63645 5914782.85875)",146700,Panmure West,0.64420282,0.64420282,-36.89858935103948,174.84794068076206,1764648.6364275871,5914782.858747852,1764648.63645,5914782.85875
"POINT (1759262.02975 5909893.30195)",146800,Mangere Bridge,1.61801692,1.61801692,-36.94356976469172,174.7885400470833,1759262.0297679456,5909893.301959782,1759262.02975,5909893.30195
"POINT (1782291.36635 5927558.63085)",146900,Oneroa East-Palm Beach,3.67313154,3.67313154,-36.78024945947274,175.04278094576264,1782291.3663678134,5927558.630835004,1782291.36635,5927558.63085
"POINT (1765897.5583 5915133.0028)",147000,Tamaki,1.29535319,1.29535319,-36.89521581474222,174.8618746445889,1765897.5583181973,5915133.002786012,1765897.5583,5915133.0028
"POINT (1765300.1172 5914398.34325)",147100,Panmure East,1.01544659,1.01544659,-36.901939845775075,174.8553330219896,1765300.1172176383,5914398.343252681,1765300.1172,5914398.34325
"POINT (1764102.99725 5913527.1366)",147200,Mount Wellington Central,1.20738685,1.20738685,-36.90999836230726,174.84209161399568,1764102.9972597673,5913527.136589896,1764102.99725,5913527.1366
"POINT (1785839.10995 5926167.48625)",147300,Bays Waiheke Island,0,35.90977647,-36.79209276315347,175.0828531268941,1785839.1099373656,5926167.486255567,1785839.10995,5926167.48625
"POINT (1763949.927 5912991.3668)",147400,Sylvia Park,0.55720568,0.55720568,-36.91485222036959,174.84049018778546,1763949.9270103422,5912991.366804482,1763949.927,5912991.3668
"POINT (1759004.7635 5908905.23915)",147500,Mangere Mountain View,1.69737938,1.69737938,-36.9525157963373,174.7858600466148,1759004.7634898338,5908905.239174583,1759004.7635,5908905.23915
"POINT (1781099.7282 5925820.6969)",147600,Surfdale,2.61293278,2.61293278,-36.796135169845705,175.02984805514618,1781099.728214419,5925820.696900096,1781099.7282,5925820.6969
"POINT (1764211.7612 5911973.4387)",147700,Mount Wellington Industrial,3.33390434,3.33390434,-36.923978055967886,174.84364898559622,1764211.7612181664,5911973.438713411,1764211.7612,5911973.4387
"POINT (1769016.7336 5916091.7992)",147800,Half Moon Bay West,1.13581355,1.28097083,-36.88602379253118,174.8966501986,1769016.7335806156,5916091.799222481,1769016.7336,5916091.7992
"POINT (1757873.85885 5904865.70405)",147900,Auckland Airport,23.078179,23.078179,-36.98910289838861,174.7740085979588,1757873.8588386355,5904865.704074649,1757873.85885,5904865.70405
"POINT (1770538.24815 5917091.36525)",148000,Eastern Beach,1.18089038,1.18089038,-36.87674443585226,174.9134907278727,1770538.248150612,5917091.365274463,1770538.24815,5917091.36525
"POINT (1767149.37085 5913923.3192)",148100,Sunnyhills West-Pakuranga North,1.62660244,1.62660244,-36.90589380313758,174.87618386038943,1767149.370842356,5913923.319187529,1767149.37085,5913923.3192
"POINT (1761072.4777 5909240.3377)",148200,Favona North,1.10913789,1.10913789,-36.94914509284938,174.80900167039442,1761072.4777119698,5909240.337715863,1761072.4777,5909240.3377
"POINT (1770010.944 5916739.099)",148300,Bucklands Beach Central,0.57858447,0.57858447,-36.8800133161663,174.9076561647868,1770010.944008864,5916739.098993937,1770010.944,5916739.099
"POINT (1768150.4371 5915068.767)",148400,Farm Cove,0.97579917,0.97579917,-36.89539573872411,174.8871606629008,1768150.4371191896,5915068.767007241,1768150.4371,5915068.767
"POINT (1759807.90045 5908145.2064)",148500,Mangere North,0.71602837,0.71602837,-36.95922776151516,174.7950372180219,1759807.9004718324,5908145.206402146,1759807.90045,5908145.2064
"POINT (1760266.6072 5908502.67265)",148600,Favona West,0.85935422,0.85935422,-36.95592899023937,174.80011148173637,1760266.6071757632,5908502.672633191,1760266.6072,5908502.67265
"POINT (1783102.85775 5926166.0115)",148700,Ostend,3.91352728,3.91352728,-36.79263902988418,175.05220402047777,1783102.8577270776,5926166.011497352,1783102.85775,5926166.0115
"POINT (1769755.1726 5916029.1532)",148800,Half Moon Bay North East,0.64603015,0.64603015,-36.88645568060436,174.90494659292182,1769755.1725985282,5916029.15320075,1769755.1726,5916029.1532
"POINT (1759347.33075 5907441.84905)",148900,Mangere West,0.94260917,0.94260917,-36.96564314550528,174.7900145778653,1759347.3307626233,5907441.849069577,1759347.33075,5907441.84905
"POINT (1766467.12585 5912571.92425)",149000,Pakuranga West,1.39204825,1.39204825,-36.918190209719526,174.86882676011848,1766467.1258631006,5912571.924241123,1766467.12585,5912571.92425
"POINT (1764402.6277 5911175.84985)",149100,Mount Wellington South West,0.69676276,0.69676276,-36.93113093748238,174.84596419788306,1764402.6277145103,5911175.849862113,1764402.6277,5911175.84985
"POINT (1768515.6572 5914397.3318)",149200,Sunnyhills East,0.87367206,0.87367206,-36.90137998050812,174.89140685291204,1768515.657185819,5914397.331798664,1768515.6572,5914397.3318
"POINT (1769521.18 5915122.55175)",149300,Half Moon Bay South East,0.83429938,0.83429938,-36.89466586781448,174.90252486998682,1769521.1800044323,5915122.551725849,1769521.18,5915122.55175
"POINT (1761225.39925 5908489.11005)",149400,Favona East,0.63568519,0.63568519,-36.95588747455448,174.81087863309875,1761225.3992525262,5908489.110056646,1761225.39925,5908489.11005
"POINT (1765255.5343 5911618.218)",149500,Mount Wellington South East,0.67497377,0.67497377,-36.92699609154374,174.85543971538334,1765255.5343108731,5911618.218001705,1765255.5343,5911618.218
"POINT (1762760.64405 5909094.3282)",149600,Otahuhu Industrial,1.84535772,1.84535772,-36.950170343353356,174.82798414743547,1762760.6440671657,5909094.3281846065,1762760.64405,5909094.3282
"POINT (1770482.16755 5915642.5097)",149700,Bucklands Beach South,1.12045176,1.12045176,-36.889808128606425,174.91318756229848,1770482.1675471084,5915642.509704196,1770482.16755,5915642.5097
"POINT (1767275.18435 5912942.71585)",149800,Pakuranga Central,1.12623986,1.12623986,-36.91470645092235,174.8778119965384,1767275.184364261,5912942.715863401,1767275.18435,5912942.71585
"POINT (1744943.57185 5887252.25245)",149900,Awhitu,221.55326214,221.55326214,-37.14989400022719,174.63216680790154,1744943.5718555045,5887252.252441972,1744943.57185,5887252.25245
"POINT (1761157.53455 5907844.23905)",150000,Harania North,0.94437153,0.94437153,-36.961709370635084,174.81025430093393,1761157.5345519192,5907844.239029766,1761157.53455,5907844.23905
"POINT (1763767.17665 5909962.6782)",150100,Otahuhu Central,1.26371643,1.26371643,-36.94217211493067,174.83909522077118,1763767.1766489418,5909962.678197919,1763767.17665,5909962.6782
"POINT (1760120.1408 5906831.2591)",150200,Mangere Central,1.44488086,1.44488086,-36.97101340274845,174.79882147644386,1760120.1408061755,5906831.2590786405,1760120.1408,5906831.2591
"POINT (1764499.10765 5910379.9288)",150300,Otahuhu North,0.72481482,0.72481482,-36.93828521416601,174.84722010743982,1764499.1076683793,5910379.928798982,1764499.10765,5910379.9288
"POINT (1771063.57645 5915253.96765)",150400,Howick West,1.19288396,1.19288396,-36.893203492205494,174.91979662781367,1771063.5764624334,5915253.9676710395,1771063.57645,5915253.96765
"POINT (1768244.5525 5913268.16465)",150500,Pakuranga Heights North West,0.76233989,0.76233989,-36.91160178866824,174.8886163338236,1768244.5525098327,5913268.164651791,1768244.5525,5913268.16465
"POINT (1772022.2796 5915905.47525)",150600,Mellons Bay,1.67597292,1.67597292,-36.88715946262841,174.93040248313397,1772022.279616884,5915905.475241086,1772022.2796,5915905.47525
"POINT (1769179.57515 5913579.7162)",150700,Pakuranga Heights East,1.7906606,1.7906606,-36.908627537084925,174.89903752711285,1769179.5751412977,5913579.716217999,1769179.57515,5913579.7162
"POINT (1762214.6137 5908155.15575)",150800,Sutton Park,0.73066323,0.73066323,-36.95872644624669,174.8220560722224,1762214.6137009282,5908155.155730291,1762214.6137,5908155.15575
"POINT (1765441.51865 5910587.2562)",150900,Otahuhu East,0.78725025,0.78725025,-36.93625220225965,174.85775238032744,1765441.5186583372,5910587.256188674,1765441.51865,5910587.2562
"POINT (1759776.64805 5905978.1046)",151000,Mangere South,0.83316282,0.83316282,-36.97875874480627,174.7951449306066,1759776.6480624932,5905978.104586253,1759776.64805,5905978.1046
"POINT (1785432.5175 5925759.967)",151100,Onetangi,5.961637,5.961637,-36.79584371852651,175.0783980503935,1785432.517493066,5925759.966986526,1785432.5175,5925759.967
"POINT (1761569.0212 5907297.18195)",151200,Harania South,0.77647104,0.77647104,-36.966567781233756,174.8149913891338,1761569.021222554,5907297.1819614,1761569.0212,5907297.18195
"POINT (1770108.894 5913993.6458)",151300,Highland Park (Auckland),1.3763573,1.3763573,-36.904731040741254,174.90937089269576,1770108.8940091152,5913993.645811616,1770108.894,5913993.6458
"POINT (1763831.2413 5908852.09535)",151400,Otahuhu South West,1.2416157,1.2416157,-36.95216715821036,174.84005504683228,1763831.2413011107,5908852.095354094,1763831.2413,5908852.09535
"POINT (1768063.60835 5912355.8757)",151500,Pakuranga Heights South West,0.97342709,0.97342709,-36.91985346764539,174.8867886925971,1768063.6083333693,5912355.875714038,1768063.60835,5912355.8757
"POINT (1761061.90005 5906561.26395)",151600,Mangere Mascot,0.78432156,0.78432156,-36.97328531091807,174.80945420621651,1761061.9000642125,5906561.263958981,1761061.90005,5906561.26395
"POINT (1790993.77795 5923667.4074)",151700,Waiheke East,87.58150591,87.58150591,-36.81358903977686,175.14121686163745,1790993.777971262,5923667.407384144,1790993.77795,5923667.4074
"POINT (1762417.66765 5907467.7746)",151800,Massey Road West,0.69352142,0.69352142,-36.964884671719055,174.8244836134185,1762417.6676582925,5907467.774606013,1762417.66765,5907467.7746
"POINT (1764724.5213 5909386.77355)",151900,Otahuhu South,0.81751878,0.81751878,-36.947193960729514,174.84996655436353,1764724.521288855,5909386.773540899,1764724.5213,5909386.77355
"POINT (1771396.51775 5914578.933)",152000,Howick Central,0.85736036,0.85736036,-36.8992247936622,174.92368390284935,1771396.5177364887,5914578.93300964,1771396.51775,5914578.933
"POINT (1763142.5082 5907551.926)",152100,Massey Road North,0.85957729,0.85957729,-36.96400110635513,174.8326039936182,1763142.5082026504,5907551.926003215,1763142.5082,5907551.926
"POINT (1770523.60115 5913450.6314)",152200,Botany Downs West,0.81388435,0.81388435,-36.90954845687322,174.9141456387631,1770523.601170723,5913450.631420324,1770523.60115,5913450.6314
"POINT (1768053.5316 5910316.1549)",152300,East Tamaki,7.77495611,7.77495611,-36.93823240695408,174.8871287182811,1768053.5316117534,5910316.154892791,1768053.5316,5910316.1549
"POINT (1771990.17315 5914382.5321)",152400,Howick East,1.10919825,1.10919825,-36.900886212325396,174.9303880015743,1771990.173171072,5914382.532110087,1771990.17315,5914382.5321
"POINT (1769006.64575 5912045.5303)",152500,Burswood,0.52549252,0.52549252,-36.922480950230074,174.89743986939968,1769006.645758263,5912045.530309202,1769006.64575,5912045.5303
"POINT (1762205.39515 5906698.29855)",152600,Massey Road South,0.32471635,0.32471635,-36.97185418983023,174.8222654978256,1762205.3951447764,5906698.298552107,1762205.39515,5906698.29855
"POINT (1764081.6757 5907928.4858)",152700,Middlemore,0.7202557,0.7202557,-36.96044510487294,174.8430670453593,1764081.6756970081,5907928.485796594,1764081.6757,5907928.4858
"POINT (1761706.8939 5905287.85395)",152800,Mangere South East,4.33120515,4.33120515,-36.984647990622186,174.81696996377912,1761706.8938903748,5905287.853958731,1761706.8939,5905287.85395
"POINT (1771202.28745 5913382.56055)",152900,Botany Downs East,0.67735204,0.67735204,-36.910038770107604,174.9217754669222,1771202.2874484563,5913382.560539136,1771202.28745,5913382.56055
"POINT (1765043.0835 5907996.56885)",153000,Grange,1.43178152,1.43178152,-36.9596636089704,174.85384617157686,1765043.0835070608,5907996.5688413065,1765043.0835,5907996.56885
"POINT (1769932.7954 5912142.243)",153100,Golflands,1.40769231,1.40769231,-36.92144309584862,174.9078108218268,1769932.7953967408,5912142.243002327,1769932.7954,5912142.243
"POINT (1762595.30765 5906498.04075)",153200,Aorere North,0.33000405,0.33000405,-36.973591186884356,174.82668700593658,1762595.3076359462,5906498.0407298785,1762595.30765,5906498.04075
"POINT (1763438.37455 5906923.0483)",153300,Mangere East,0.8686461,0.8686461,-36.969615859956726,174.8360620695139,1763438.3745707849,5906923.048306611,1763438.37455,5906923.0483
"POINT (1773148.2133 5914482.88765)",153400,Cockle Bay,1.72842717,1.72842717,-36.89977021978931,174.9433559358879,1773148.213281558,5914482.88762708,1773148.2133,5914482.88765
"POINT (1766117.7529 5908591.55205)",153500,Otara West,1.55637466,1.55637466,-36.95411394515191,174.86578076549247,1766117.7528816345,5908591.552024732,1766117.7529,5908591.55205
"POINT (1762912.93275 5906136.3917)",153600,Aorere Central,0.61986073,0.61986073,-36.97679464553971,174.83033178708035,1762912.93274478,5906136.391694908,1762912.93275,5906136.3917
"POINT (1771248.85035 5912581.257)",153700,Northpark North,0.86166842,0.86166842,-36.91724963844896,174.9224791202986,1771248.8503353891,5912581.257006453,1771248.85035,5912581.257
"POINT (1772280.99955 5913105.0565)",153800,Somerville,1.556066,1.556066,-36.9123424614803,174.93394108633916,1772280.9995629028,5913105.056484501,1772280.99955,5913105.0565
"POINT (1770696.04585 5911987.18255)",153900,Northpark South,0.70661609,0.70661609,-36.92270220397204,174.916410350501,1770696.0458732252,5911987.182567799,1770696.04585,5911987.18255
"POINT (1764619.48455 5906754.2091)",154000,Papatoetoe North,0.99327426,0.99327426,-36.97093116814907,174.84936117535662,1764619.4845507469,5906754.209095287,1764619.48455,5906754.2091
"POINT (1765724.2152 5907435.97085)",154100,Dingwall,0.82690072,0.82690072,-36.96459476443678,174.8616163216997,1765724.215179358,5907435.970842485,1765724.2152,5907435.97085
"POINT (1763546.3356 5905612.3896)",154200,Aorere South,1.23986273,1.23986273,-36.98140589949791,174.8375583248489,1763546.3356076682,5905612.389617515,1763546.3356,5905612.3896
"POINT (1773404.6941 5913529.98415)",154300,Shelly Park,1.23160322,1.23160322,-36.90830815980294,174.94645122281685,1773404.6941207587,5913529.9841733705,1773404.6941,5913529.98415
"POINT (1767093.17055 5908370.32015)",154400,Otara Central,1.52354042,1.52354042,-36.955934556805914,174.87677993672563,1767093.1705307716,5908370.320129291,1767093.17055,5908370.32015
"POINT (1769832.2223 5910765.0401)",154500,Huntington Park,0.43602247,0.43602247,-36.933869178578114,174.90699141396163,1769832.2222950626,5910765.040110578,1769832.2223,5910765.0401
"POINT (1770305.40995 5911055.2546)",154600,Botany Central,0.46967108,0.46967108,-36.93116907852111,174.91223665699349,1770305.4099388283,5911055.254612052,1770305.40995,5911055.2546
"POINT (1771555.8035 5911712.19115)",154700,Botany North,0.92492593,0.92492593,-36.92502363031244,174.9261202749516,1771555.8034754314,5911712.191150692,1771555.8035,5911712.19115
"POINT (1764345.5745 5905743.9719)",154800,Papatoetoe West,1.22430308,1.22430308,-36.980081059922945,174.8465054469519,1764345.574485835,5905743.971895513,1764345.5745,5905743.9719
"POINT (1765381.20195 5906330.33925)",154900,Papatoetoe Central,1.45756102,1.45756102,-36.97461653976053,174.8580072060536,1765381.201957517,5906330.339228162,1765381.20195,5906330.33925
"POINT (1778042.23555 5916284.6801)",155000,Sunkist Bay,1.52794958,1.52794958,-36.88262673757349,174.99783159125911,1778042.235524841,5916284.680089892,1778042.23555,5916284.6801
"POINT (1767938.6296 5908463.76245)",155100,Otara East,0.86784541,0.86784541,-36.95494223914163,174.88625064168795,1767938.6296241363,5908463.762441467,1767938.6296,5908463.76245
"POINT (1769658.48595 5909739.9996)",155200,Redcastle,0.55578712,0.55578712,-36.943135609260565,174.90527154596154,1769658.4859556933,5909739.999590284,1769658.48595,5909739.9996
"POINT (1771226.0542 5910920.12485)",155300,Botany East,0.78145049,0.78145049,-36.93221967719978,174.92259921862768,1771226.0542241244,5910920.124855352,1771226.0542,5910920.12485
"POINT (1770458.9812 5910229.4704)",155400,Botany South,0.74938028,0.74938028,-36.93858120033734,174.91414623850628,1770458.981178674,5910229.470420328,1770458.9812,5910229.4704
